Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id
4,2,3,1,4,1,4,5aae8f78811b2000016f7c7b,MWu6UulTTA4
5,1,3,3,4,1,1,5d52c9a1954940001995c26a,VIqv8YRVDuY
5,5,3,1,4,2,2,614da66d7f267237bf6d05e6,uIpha8-eBes
7,1,6,7,5,1,4,61f2ae4aa09e72f23cbafa9a,ndzo2ZIWfiQ
7,4,6,1,6,1,6,611d2cc49af322d296ac4117,oS3DzyBVp1s
1,1,1,1,3,1,4,5d5f2fc82fce8e0019ca87c1,8Dq2peBijDw
2,2,2,2,2,1,1,5e130b3f54e2f09436f73393,K8KoD8249XE
6,3,5,2,4,1,1,5f22de3904d2a80008ca108a,h0TPYyam0-c
7,7,6,6,6,1,7,5e130b3f54e2f09436f73393,qkvhvZQW2rM
3,5,4,1,5,2,2,614da66d7f267237bf6d05e6,tqvV2uFPCfs
4,3,4,2,4,5,2,602bebe42e34a23d1d0f72a3,IBDL15WTewc
4,4,3,4,3,1,3,5e130b3f54e2f09436f73393,9cy0NymlDV0
2,1,2,1,3,1,1,5d5f2fc82fce8e0019ca87c1,weHJ1rLykgs
6,2,2,1,7,1,7,5f4b7922a1cde57399c3872e,2dgTRykXw1E
5,2,1,1,6,2,6,5f4b7922a1cde57399c3872e,GGlOzSB1R-w
4,1,2,1,6,3,6,5f4b7922a1cde57399c3872e,c62P3ERJ3_s
5,2,5,1,6,1,1,5ea986542bd79508d1d3cd7e,7PXUuEIDJnE
1,1,1,1,1,6,1,603900436aac0934a527e745,d77iqD6bMHM
6,3,1,5,3,1,1,5ea986542bd79508d1d3cd7e,SeLZVNxsX2w
6,3,5,1,6,1,4,5a9adf93dbdb470001eee5e1,8m1YNv41CKc
4,4,3,3,3,2,3,601ecf037d641438c0840330,xP4PYl5twno
4,5,2,1,7,5,4,615dc9a9d61ae634ede50ebb,gmKuMXGtLiU
6,5,5,4,4,1,2,5ce52692b4a0b500016a9112,l0DF8slvlls
5,2,3,3,4,1,2,5b2a3000a29ccd0001154e8c,Oo1dMRp15_Q
4,3,3,2,3,1,2,623729c5c785c64be4d2f444,dItD6LO1ILc
5,4,5,7,3,1,4,603900436aac0934a527e745,wwqq-jbLzK4
6,6,5,4,5,1,2,5f296dc899c65605ad881760,Q1OhEKfG4N0
4,2,2,1,4,1,4,623729c5c785c64be4d2f444,_OzTx2Sushc
6,6,3,2,2,1,1,6048a3eff8e2cdda59e5c9e7,WkkrKcyoiA4
6,7,2,2,5,1,3,5ec967ac9020ae477aee23af,MzsYGbir9i4
4,5,3,2,3,1,5,603900436aac0934a527e745,Nej7R1969c0
5,3,1,1,2,1,1,6048a3eff8e2cdda59e5c9e7,ffMiaRJmVio
6,2,6,2,3,1,2,5d5e8996eefb4600182fcbb1,viov3zTevto
4,4,5,2,1,1,1,5e14c068ed1b3b000cf0e3c7,4e-j6uyqKxI
3,2,3,2,4,2,2,6048a3eff8e2cdda59e5c9e7,Se_WPWR0ZMU
6,3,3,4,4,1,6,5ea986542bd79508d1d3cd7e,n33_dTKSLTo
3,7,1,2,2,1,2,5d5e8996eefb4600182fcbb1,fCeIH4at49g
7,5,5,7,1,1,1,615dc9a9d61ae634ede50ebb,705VQvekdx8
5,5,3,1,2,1,1,5a9adf93dbdb470001eee5e1,PjA-VYesTtw
5,1,4,4,3,1,1,5f296dc899c65605ad881760,FvUgpHx9nKs
7,7,5,2,1,1,1,5e14c068ed1b3b000cf0e3c7,wdOfg3UPqzA
4,2,6,1,5,1,6,603900436aac0934a527e745,Qrt4cA5Te_Y
2,1,1,3,1,1,1,5e130b3f54e2f09436f73393,E-7oPgt5dn8
6,5,5,4,5,1,5,5f15a35ae74deb1deeb0668b,RWhvhHg8JnU
5,3,2,2,4,1,1,5d52c9a1954940001995c26a,lk2g6a0eS88
4,4,3,3,5,1,2,5fd8d3516c28582c83e0047a,IBDL15WTewc
4,4,3,3,5,1,2,5fd8d3516c28582c83e0047a,ZGYsE6m0YtY
6,5,4,3,5,1,7,5e130b3f54e2f09436f73393,Tubf9a3Asxw
4,2,2,1,3,1,2,5ff6e8dc5da4c728c5494d60,lk2g6a0eS88
1,4,1,1,2,1,1,5b017ef1293d310001023bd8,0YThUgMIgac
6,5,5,4,4,1,5,5f15a35ae74deb1deeb0668b,Q59nlktSIkw
5,3,1,2,6,1,3,5e130b3f54e2f09436f73393,2dgTRykXw1E
6,5,5,4,5,1,5,5f15a35ae74deb1deeb0668b,A_GQGfxzc6k
5,1,1,2,6,1,1,5d52c9a1954940001995c26a,sv3SUIunbL0
5,4,3,1,5,2,5,614c5d3911d2a431c2c59857,HjFgeL3bdeQ
5,4,5,6,3,1,4,5f15a35ae74deb1deeb0668b,vFlpklOfoaI
1,1,1,2,3,1,3,5d5f2fc82fce8e0019ca87c1,ocMZASGjbhg
2,2,2,2,3,2,2,5f0dab228f4b5d000bf1a31d,Ey3HojynMqM
4,2,2,1,1,3,1,5d5f2fc82fce8e0019ca87c1,Jj-N2q3MRIc
6,6,4,1,2,1,2,5e130b3f54e2f09436f73393,d-jNkcovWPc
7,4,2,2,7,1,2,611a665e428e9a57ba0de804,FsItakNM2wI
7,4,2,2,7,1,2,611a665e428e9a57ba0de804,mCexl35l7BQ
4,4,3,2,4,1,2,5aae8f78811b2000016f7c7b,WkkrKcyoiA4
7,4,5,5,6,1,5,611d2cc49af322d296ac4117,HCTfaQg1fzc
5,4,4,3,5,2,3,5fd8d3516c28582c83e0047a,Zl-50U1tsBM
6,5,6,5,4,1,6,611d2cc49af322d296ac4117,m12mtTl6eMc
6,2,2,5,4,1,2,611a665e428e9a57ba0de804,htMLdB-qYr0
1,1,1,3,1,1,1,5e130b3f54e2f09436f73393,DE15rbeNgLI
2,1,1,2,2,1,2,5b017ef1293d310001023bd8,tRJRP6qUWiA
3,2,2,2,6,5,5,5fcf61cae339e601668c71aa,u0DskPo_-dQ
5,4,5,4,5,2,6,5f15a35ae74deb1deeb0668b,S8Sob8gzlUg
5,4,5,4,5,2,6,5f15a35ae74deb1deeb0668b,CN9qybFVIr8
5,4,5,4,5,2,6,5f15a35ae74deb1deeb0668b,9lIP11Pbu10
5,4,4,2,3,1,3,614da66d7f267237bf6d05e6,1eojD029X8E
5,4,2,1,5,1,1,5f0dab228f4b5d000bf1a31d,1y538s1N3To
3,3,2,1,2,1,1,5ef7d6c359b38851de122110,v_nZmNvP9J4
1,1,1,1,1,1,1,5e130b3f54e2f09436f73393,3BMd4oMNAFg
2,1,3,1,1,1,1,5d5f2fc82fce8e0019ca87c1,FvUgpHx9nKs
3,2,1,1,4,4,1,5d52c9a1954940001995c26a,Zl-50U1tsBM
5,5,5,1,5,1,3,5aae8f78811b2000016f7c7b,dItD6LO1ILc
2,3,2,2,2,1,1,5f0dab228f4b5d000bf1a31d,suodJ1Iq-kI
7,6,5,3,6,1,3,611d2cc49af322d296ac4117,MWu6UulTTA4
2,3,4,1,5,4,4,5f22de3904d2a80008ca108a,K2JvLAtwVcY
7,5,3,2,7,4,2,611a665e428e9a57ba0de804,daHsUZiM6p8
4,3,4,4,3,1,2,5e1f7b5450f6aa0122fcef8b,l4ipP3XnpDA
5,2,5,2,3,1,5,5aae8f78811b2000016f7c7b,B3O1NwkOOe4
5,2,3,1,6,5,7,5c5432c098016d0001541ef7,26jBFBmrmr4
5,4,5,4,5,1,5,5f15a35ae74deb1deeb0668b,c3lOglJbNMo
6,6,3,1,6,1,5,611d2cc49af322d296ac4117,EXL8_DhTqNE
7,4,4,4,6,1,5,611a665e428e9a57ba0de804,KJSFkldABdY
2,1,1,1,5,6,5,5c5432c098016d0001541ef7,hsKRQfwRRSI
1,1,2,1,5,1,3,5aae8f78811b2000016f7c7b,XQ6Cm2sXveU
5,2,2,1,4,2,3,5f0dab228f4b5d000bf1a31d,LEmyGcnBMms
7,3,7,2,6,1,4,5f4b7922a1cde57399c3872e,4e-j6uyqKxI
7,2,3,1,6,1,7,5f4b7922a1cde57399c3872e,5cthvmrEpJ4
5,1,3,2,5,2,7,5f4b7922a1cde57399c3872e,Z3JQHGaRQ7I
7,3,4,2,5,1,4,5f4b7922a1cde57399c3872e,yxkQMmtVeG8
7,5,6,2,7,1,5,5ec967ac9020ae477aee23af,odLNWTZGSyg
4,3,3,2,2,1,2,5fb93f3349adcb75d64045d1,tKelI4U_y6Q
1,1,1,1,3,3,3,5fb93f3349adcb75d64045d1,6UKj4It_B44
6,4,1,1,5,1,1,5ea986542bd79508d1d3cd7e,x75PlcuAiNc
6,5,2,1,6,1,4,5ec967ac9020ae477aee23af,fzr246eEV-E
5,4,1,1,3,1,2,6048a3eff8e2cdda59e5c9e7,Xh-dQTJAaqE
5,6,3,1,3,1,1,5a9adf93dbdb470001eee5e1,rjCh8YafGhQ
4,1,3,1,6,1,2,5a52164aac5624000153602a,mKBujFF2txY
2,1,1,1,3,2,4,5fb93f3349adcb75d64045d1,IUMGZBXMi0M
6,4,6,6,4,1,4,601ecf037d641438c0840330,oXkPfK4qEHQ
7,3,6,5,5,1,1,615dc9a9d61ae634ede50ebb,LHZKQoaZMpY
7,3,6,5,5,1,1,615dc9a9d61ae634ede50ebb,txLhZT3RoNk
4,2,2,1,4,1,3,623729c5c785c64be4d2f444,B3O1NwkOOe4
5,5,4,4,3,1,2,5ce52692b4a0b500016a9112,-vSutSWNgLU
6,6,3,2,4,2,2,601ecf037d641438c0840330,laOxJUcIOdE
5,5,4,4,3,1,2,5ce52692b4a0b500016a9112,DqU8fARtNFA
5,5,4,4,3,1,2,5ce52692b4a0b500016a9112,Kz2v4QYRsBw
6,3,5,4,4,1,2,5f296dc899c65605ad881760,z8xZjjBKZI8
6,7,5,4,4,1,2,601ecf037d641438c0840330,RIotfIo1Blc
6,5,6,5,5,1,1,615dc9a9d61ae634ede50ebb,Y2zE_9YFstU
3,5,4,3,3,1,4,5fd8d3516c28582c83e0047a,E-7oPgt5dn8
6,5,5,6,5,1,6,5f15a35ae74deb1deeb0668b,79j4Qnyb7dg
4,4,3,3,5,1,2,5fd8d3516c28582c83e0047a,Q59nlktSIkw
4,4,3,3,5,1,2,5fd8d3516c28582c83e0047a,FLJARDSdGLM
6,5,5,4,4,1,5,5f15a35ae74deb1deeb0668b,87MVxvFBVqo
3,3,4,2,4,2,3,5ff6e8dc5da4c728c5494d60,yRUiwRKk6QM
3,3,1,1,4,1,1,5d52c9a1954940001995c26a,yRUiwRKk6QM
5,2,1,2,4,2,1,5d52c9a1954940001995c26a,HjFgeL3bdeQ
1,2,1,1,1,1,1,5b017ef1293d310001023bd8,HjFgeL3bdeQ
1,1,1,1,1,6,1,5d5f2fc82fce8e0019ca87c1,Q1OhEKfG4N0
4,3,2,1,1,1,1,5f0dab228f4b5d000bf1a31d,mMR_LTavLq4
2,5,1,2,2,1,1,5d52c9a1954940001995c26a,FILn56RNEyg
1,2,1,1,1,1,1,5b017ef1293d310001023bd8,aaHbR1KXwYM
1,1,1,1,1,1,1,5d5f2fc82fce8e0019ca87c1,Dvcp5sr5AcA
4,4,4,3,4,1,2,5fd8d3516c28582c83e0047a,VIqv8YRVDuY
5,4,5,5,5,1,5,5f15a35ae74deb1deeb0668b,DOO0-chRLHY
3,1,1,2,2,1,2,5f0dab228f4b5d000bf1a31d,ELhRcGY6XyI
5,5,4,2,4,2,4,5ff6e8dc5da4c728c5494d60,HmN4c8UShsk
4,5,2,1,6,4,3,614da66d7f267237bf6d05e6,Lnbrdx2iNZQ
1,1,2,1,3,2,2,5aae8f78811b2000016f7c7b,qeFDbx2HsxQ
6,3,4,2,2,1,1,5e130b3f54e2f09436f73393,XG7tiYSHwTo
4,3,3,4,2,1,1,5d52c9a1954940001995c26a,pdzliNhlqWI
6,6,4,4,6,1,4,5f15a35ae74deb1deeb0668b,EXVVcmoPCbA
5,5,4,2,7,6,5,611d2cc49af322d296ac4117,gmKuMXGtLiU
5,4,2,3,6,2,5,611a665e428e9a57ba0de804,dNeLMKNiAN8
2,2,1,1,1,1,1,5ef7d6c359b38851de122110,VhOKmLf9JY8
6,2,6,2,6,2,3,5f22de3904d2a80008ca108a,jYnVugDxErs
7,4,6,6,7,1,7,61f2ae4aa09e72f23cbafa9a,hFcYHGRWPCY
2,4,1,1,1,1,1,5b017ef1293d310001023bd8,DqQZSbSfQ6g
6,5,6,5,4,1,6,5f15a35ae74deb1deeb0668b,wwqq-jbLzK4
6,5,1,1,6,1,1,5fcf61cae339e601668c71aa,-SEKfzdaIK0
7,2,5,5,4,1,4,611a665e428e9a57ba0de804,7I-gYw0HVvU
6,6,5,2,6,1,4,602bebe42e34a23d1d0f72a3,qqV8wfRzDrA
4,4,3,2,4,2,3,5fd8d3516c28582c83e0047a,2-m3SEGs0kM
3,2,2,2,1,1,1,5ef7d6c359b38851de122110,9h4cr4C1rhc
3,3,3,3,5,5,4,5f15a35ae74deb1deeb0668b,5KIK9JG9Ebs
3,3,3,3,5,5,4,5f15a35ae74deb1deeb0668b,fd-TEgqVsXY
3,3,3,3,5,5,4,5f15a35ae74deb1deeb0668b,MzsYGbir9i4
4,3,3,1,5,4,3,602bebe42e34a23d1d0f72a3,tunMW9JZVCc
7,5,1,2,7,3,3,611a665e428e9a57ba0de804,ulURkxonNpU
2,2,1,1,6,4,5,614c5d3911d2a431c2c59857,rBnSfDaDVQI
7,7,5,3,6,1,1,5e130b3f54e2f09436f73393,w4zL859ehzU
6,4,5,2,4,1,4,5ff6e8dc5da4c728c5494d60,06_OXzp1jh0
5,3,5,2,3,1,2,5e1f7b5450f6aa0122fcef8b,ttsmGXduEb0
6,5,5,2,6,1,4,5c5432c098016d0001541ef7,N7i6-eyd3aI
6,6,5,5,5,1,1,5fcf61cae339e601668c71aa,zmd44gV9raw
1,2,1,2,2,1,1,5b017ef1293d310001023bd8,T6oQFzxk8HU
5,1,3,1,5,1,5,5aae8f78811b2000016f7c7b,KyAoy9PiJEk
6,1,1,1,4,1,1,5d5f2fc82fce8e0019ca87c1,fg8ZTdpuV0I
2,1,1,1,5,4,1,5d52c9a1954940001995c26a,HO-GyyhtDnA
6,7,2,5,6,1,5,5e130b3f54e2f09436f73393,Jq4T0dXB_60
4,2,4,3,3,1,2,5ff6e8dc5da4c728c5494d60,khGyyJuLSgU
2,1,1,1,1,1,3,5f0dab228f4b5d000bf1a31d,GHLDC7lorFk
1,1,1,1,1,1,1,5ef7d6c359b38851de122110,Lt5lr8mebNY
1,1,1,1,3,1,1,5b017ef1293d310001023bd8,Bt3xT0QvitI
4,4,4,2,6,1,4,5ff6e8dc5da4c728c5494d60,q1S6UjO6rgQ
2,2,2,2,4,2,2,5fcf61cae339e601668c71aa,k8oFPfgOkzI
3,2,3,2,3,1,2,5e1f7b5450f6aa0122fcef8b,c9iawUthtNY
6,2,5,4,5,1,3,61f2ae4aa09e72f23cbafa9a,l0DF8slvlls
4,3,3,2,3,2,1,5d9e1929203419001625df07,Xh-dQTJAaqE
7,4,7,5,4,1,6,611d2cc49af322d296ac4117,lHmmtj8270k
5,2,4,1,6,1,1,5f22de3904d2a80008ca108a,5P9kXntCLPw
7,2,5,4,5,1,7,611a665e428e9a57ba0de804,2g5RT58wvMQ
5,4,3,3,4,2,5,5f15a35ae74deb1deeb0668b,HO-GyyhtDnA
7,2,7,3,4,1,3,5f4b7922a1cde57399c3872e,ERWmerxv2N0
4,2,3,1,6,6,3,5f4b7922a1cde57399c3872e,cU6os7foP1g
5,4,4,5,4,1,3,5f4b7922a1cde57399c3872e,rjCh8YafGhQ
5,4,2,5,4,4,5,615dc9a9d61ae634ede50ebb,zgYKLgKXZjQ
3,2,2,1,4,1,2,623729c5c785c64be4d2f444,_JIlOyI0LUA
6,6,2,1,7,1,2,5b2a3000a29ccd0001154e8c,EXL8_DhTqNE
4,2,4,1,6,1,1,5e14c068ed1b3b000cf0e3c7,KpdJNeu2Y34
4,6,1,1,7,6,1,5ea986542bd79508d1d3cd7e,BohuEtYqfOA
7,1,2,7,1,1,1,5ea986542bd79508d1d3cd7e,esX6Xb_7WyM
6,3,6,6,6,2,3,5b2a3000a29ccd0001154e8c,NW9w3nKtjO4
3,2,3,1,2,1,2,5fb93f3349adcb75d64045d1,7I-gYw0HVvU
2,1,1,1,4,2,1,5d52c9a1954940001995c26a,p9TNF9Bv4aw
1,3,1,2,1,1,1,5b017ef1293d310001023bd8,m12mtTl6eMc
2,2,3,4,1,1,2,5e130b3f54e2f09436f73393,RWhvhHg8JnU
2,1,1,2,1,2,1,5d52c9a1954940001995c26a,bpKUFzL1qFM
6,1,1,2,1,1,1,5d5f2fc82fce8e0019ca87c1,RWhvhHg8JnU
5,4,3,1,5,1,3,5ff6e8dc5da4c728c5494d60,OrXJVDkRmis
1,1,1,2,1,1,1,5b017ef1293d310001023bd8,bpKUFzL1qFM
1,1,1,1,1,6,1,5b017ef1293d310001023bd8,73s4SGvL1p4
1,1,1,1,4,1,2,5d5f2fc82fce8e0019ca87c1,HjFgeL3bdeQ
2,2,2,1,2,1,2,5ff6e8dc5da4c728c5494d60,HjFgeL3bdeQ
5,5,5,5,5,1,4,5e130b3f54e2f09436f73393,HjFgeL3bdeQ
2,2,3,2,3,1,2,5ff6e8dc5da4c728c5494d60,tyjlxbHsnuY
6,5,5,4,5,1,5,5f15a35ae74deb1deeb0668b,Y_TqObDvE24
6,5,6,4,6,2,5,611d2cc49af322d296ac4117,WnkUUi5AwQo
4,3,3,3,4,2,3,5fd8d3516c28582c83e0047a,HO-GyyhtDnA
2,1,1,1,3,1,2,5aae8f78811b2000016f7c7b,Rohm2GCg74U
1,1,1,1,1,1,1,5b017ef1293d310001023bd8,95mk--0FTEw
6,5,4,2,5,1,2,614da66d7f267237bf6d05e6,Jj-N2q3MRIc
5,4,4,3,4,2,2,5ef7d6c359b38851de122110,27vHKP9QsqU
1,1,1,1,1,2,1,5b017ef1293d310001023bd8,swnTr8-F3ic
1,1,1,1,6,6,5,614c5d3911d2a431c2c59857,NajVEu7_lQU
5,3,4,4,1,1,1,5e130b3f54e2f09436f73393,k0q5zWesa1k
3,3,3,2,1,1,1,5ef7d6c359b38851de122110,mKBujFF2txY
4,4,2,1,1,1,1,5d5f2fc82fce8e0019ca87c1,nK6NbqIMsJI
5,1,3,4,2,1,3,614c5d3911d2a431c2c59857,qymG5taSseY
5,5,5,3,5,2,4,602bebe42e34a23d1d0f72a3,tKelI4U_y6Q
3,1,3,2,4,1,2,5aae8f78811b2000016f7c7b,sP6RnFMqDnI
6,6,2,2,5,1,1,5d52c9a1954940001995c26a,cYszuGaptkk
5,4,4,2,3,1,3,5fd8d3516c28582c83e0047a,pdzliNhlqWI
4,2,1,1,4,2,3,614c5d3911d2a431c2c59857,hNEvIimRhe8
5,2,3,2,5,1,5,5ff6e8dc5da4c728c5494d60,S6qGevXNPaw
6,5,6,5,4,1,6,5f15a35ae74deb1deeb0668b,6q8reMr7gNA
6,4,5,2,6,1,5,5c5432c098016d0001541ef7,Zie8xaLG8_M
7,4,5,2,5,1,2,5f22de3904d2a80008ca108a,5RVqzWqVpME
5,5,4,2,5,4,4,5e1f7b5450f6aa0122fcef8b,0EnNkBfhfa0
4,2,4,1,6,3,4,614da66d7f267237bf6d05e6,dp-qHTDVsLc
5,4,4,1,4,1,3,5ff6e8dc5da4c728c5494d60,pTe7yJS0mqU
1,4,1,1,1,1,1,5b017ef1293d310001023bd8,gtwklqUz1UY
7,6,5,6,7,1,6,61f2ae4aa09e72f23cbafa9a,48EkYd1GFhY
3,3,3,3,5,5,4,5f15a35ae74deb1deeb0668b,Uyp8N1f5Hrg
2,1,1,1,1,6,1,5d5f2fc82fce8e0019ca87c1,WZr7t3DXYsA
6,5,2,2,4,3,1,5d52c9a1954940001995c26a,2-m3SEGs0kM
5,6,3,1,7,3,5,611d2cc49af322d296ac4117,Xxw3AwS7_o8
6,4,5,5,4,1,4,5f15a35ae74deb1deeb0668b,_quNZ5u2qag
2,2,1,1,2,1,2,5f0dab228f4b5d000bf1a31d,oS3DzyBVp1s
4,5,4,2,6,4,3,5ef7d6c359b38851de122110,lBdS8UiKTGk
1,2,1,2,1,1,1,5b017ef1293d310001023bd8,a0L1IzEMQ_c
6,5,6,5,4,1,3,602bebe42e34a23d1d0f72a3,-NEHGAMiA2I
7,2,7,7,7,1,6,61f2ae4aa09e72f23cbafa9a,_tNKC2D_DK4
6,2,5,3,4,1,4,614c5d3911d2a431c2c59857,3ysC1-foJT4
6,6,4,6,1,1,1,5fcf61cae339e601668c71aa,Tk7PvxU93oA
5,4,3,2,4,1,2,614da66d7f267237bf6d05e6,iD1Eac2X6A4
1,1,1,1,3,1,5,5d5f2fc82fce8e0019ca87c1,PlFJmhRZsc8
5,6,4,4,5,2,4,5f15a35ae74deb1deeb0668b,2-m3SEGs0kM
5,1,5,4,2,1,2,614c5d3911d2a431c2c59857,GvMmTsqExiw
2,1,1,1,5,2,4,5f0dab228f4b5d000bf1a31d,JGR4ryWa8u0
4,2,2,1,4,5,2,5e1f7b5450f6aa0122fcef8b,ET8_Ee5cQk4
1,1,1,1,1,4,1,5b017ef1293d310001023bd8,cU6os7foP1g
4,2,1,1,6,4,1,5fcf61cae339e601668c71aa,Njz2KfUZ36o
6,3,2,2,6,1,4,614c5d3911d2a431c2c59857,e7urnfBBh3M
2,2,3,6,2,1,2,5ff6e8dc5da4c728c5494d60,NOpz_7iEGD4
7,5,4,2,6,1,5,5c5432c098016d0001541ef7,hS3bS7GksVk
5,3,3,4,2,1,2,614da66d7f267237bf6d05e6,9cy0NymlDV0
2,1,5,1,7,4,6,5f4b7922a1cde57399c3872e,73s4SGvL1p4
6,3,3,2,7,2,6,5f4b7922a1cde57399c3872e,9IDLZyqx-60
6,1,2,4,2,1,7,5f4b7922a1cde57399c3872e,hAiBmTJhhJs
4,3,3,3,6,4,4,5b2a3000a29ccd0001154e8c,weHJ1rLykgs
4,3,3,1,6,1,2,6048a3eff8e2cdda59e5c9e7,DX5qdgEvdlc
6,4,5,1,5,1,4,5ec967ac9020ae477aee23af,ndzo2ZIWfiQ
7,1,6,2,5,1,1,5e14c068ed1b3b000cf0e3c7,l0DF8slvlls
5,5,3,3,6,1,3,5d5e8996eefb4600182fcbb1,JXF8t1yznCk
5,3,3,4,4,1,4,5ce52692b4a0b500016a9112,KfDNYin9fDA
3,2,1,1,3,1,2,5fb93f3349adcb75d64045d1,__5nKKCvOzk
5,5,4,3,5,1,5,5d5e8996eefb4600182fcbb1,-Mqc2csT3ZM
6,2,3,1,5,1,3,5a9adf93dbdb470001eee5e1,4fMS076F8pU
2,1,1,1,3,5,2,593b5b0e6c168c000177899a,HO-GyyhtDnA
6,1,3,4,2,1,2,5e63adfb9ab3e612a6913e14,TLdsiPBq3IE
4,5,4,2,5,3,3,5c9034a2eedbd9001573ca14,oRr55oLW8Y8
2,1,1,1,4,4,1,6074130be61cc52f7acdd375,HO-GyyhtDnA
3,2,2,2,6,1,3,5e1ccec8551fa0000cdc1f0b,UZI85fGTuAM
5,6,2,2,7,1,4,5e1ccec8551fa0000cdc1f0b,0EnNkBfhfa0
5,6,4,2,3,2,3,615822379d204660be9076d9,tqvV2uFPCfs
6,5,5,6,4,1,5,5e7886313dacaa3fbb808a67,-Mqc2csT3ZM
7,1,2,2,3,1,2,5e63adfb9ab3e612a6913e14,hgORULxqBqU
5,1,5,7,6,1,1,5d6a55cb78fce300014e078e,GNLdz_GH8fs
4,3,1,1,4,2,1,5f3d63427c561a0f0d0cb09c,a1F2Vm6lVNU
3,1,1,2,5,2,2,5e8f8ebc09b58f28c329da6f,RBB1cYpAFbc
1,1,1,1,1,1,1,5fde8fc3c0e40a651914c261,AsBTxUxT8-I
3,3,2,1,7,1,5,5e1ccec8551fa0000cdc1f0b,XQ6Cm2sXveU
6,1,3,2,5,1,4,5810a2fa7d3e6d0001df294c,Mmr-i3_1sFc
2,2,2,2,5,1,4,5e1ccec8551fa0000cdc1f0b,HO-GyyhtDnA
6,1,3,1,4,1,2,5e63adfb9ab3e612a6913e14,Jj-N2q3MRIc
5,4,4,4,6,1,5,5e7886313dacaa3fbb808a67,Zl-50U1tsBM
2,2,3,2,4,1,1,5f3d63427c561a0f0d0cb09c,pdzliNhlqWI
2,2,2,2,2,3,2,615822379d204660be9076d9,KUif1Bpvyfk
5,2,6,3,3,1,3,5e1ccec8551fa0000cdc1f0b,pdzliNhlqWI
2,4,1,1,4,1,2,5e8f8ebc09b58f28c329da6f,S6qGevXNPaw
5,1,1,1,6,2,4,5e63adfb9ab3e612a6913e14,dp-qHTDVsLc
4,4,2,2,5,1,4,5e1ccec8551fa0000cdc1f0b,cYszuGaptkk
5,6,6,2,6,2,4,5c9034a2eedbd9001573ca14,KpdJNeu2Y34
5,1,5,4,2,1,6,5e8f8ebc09b58f28c329da6f,5cthvmrEpJ4
5,3,6,3,4,1,4,5e1ccec8551fa0000cdc1f0b,VIqv8YRVDuY
7,4,6,1,4,7,6,5d6a55cb78fce300014e078e,c3lOglJbNMo
1,1,1,1,1,1,1,5fde8fc3c0e40a651914c261,cYszuGaptkk
6,4,1,1,7,7,7,5d6a55cb78fce300014e078e,Zl-50U1tsBM
6,6,5,5,4,1,2,61bb378040db417c1a138a7c,VIqv8YRVDuY
2,2,2,1,6,2,5,5810a2fa7d3e6d0001df294c,T6oQFzxk8HU
7,7,1,4,4,4,1,5d6a55cb78fce300014e078e,2-m3SEGs0kM
4,4,2,2,6,3,2,5d5ee5dc742933001d8f3b4c,weHJ1rLykgs
3,1,2,2,4,2,2,5810a2fa7d3e6d0001df294c,AYiWOamJVbk
7,2,3,1,3,1,1,5e63adfb9ab3e612a6913e14,pdzliNhlqWI
2,1,1,1,3,5,1,5e8f8ebc09b58f28c329da6f,QWQAG8Zs_no
5,2,3,1,4,1,1,5e8f8ebc09b58f28c329da6f,iD1Eac2X6A4
4,1,2,1,4,1,2,5e63adfb9ab3e612a6913e14,Zl-50U1tsBM
4,3,2,2,3,2,2,615822379d204660be9076d9,HO-GyyhtDnA
4,1,1,5,2,1,1,5e8f8ebc09b58f28c329da6f,aUOl_DWdEu8
5,3,2,3,1,1,1,5d5ee5dc742933001d8f3b4c,NGgyM6U8HQQ
1,2,1,5,1,1,1,5e8f8ebc09b58f28c329da6f,pdzliNhlqWI
6,7,5,4,7,2,6,5c9034a2eedbd9001573ca14,iQF1XSOxHcs
5,5,5,4,5,1,5,5c9034a2eedbd9001573ca14,B3O1NwkOOe4
2,1,1,1,5,1,1,5e8f8ebc09b58f28c329da6f,Zl-50U1tsBM
4,1,4,4,3,1,2,5810a2fa7d3e6d0001df294c,khGyyJuLSgU
4,3,1,1,3,1,1,5d5ee5dc742933001d8f3b4c,-o98tc5dDUI
2,1,1,1,5,5,4,5810a2fa7d3e6d0001df294c,HO-GyyhtDnA
4,6,5,3,7,3,5,5c9034a2eedbd9001573ca14,DWi19R_1ugo
3,3,2,1,4,4,2,5c9034a2eedbd9001573ca14,gXO6upZqhNc
3,2,1,1,2,1,1,5d5ee5dc742933001d8f3b4c,2-m3SEGs0kM
4,1,2,2,3,1,2,59feed1da383a100011b3eaa,QPABdbp7RFw
3,1,1,2,4,4,4,59feed1da383a100011b3eaa,_OzTx2Sushc
1,1,1,1,4,3,3,59feed1da383a100011b3eaa,HO-GyyhtDnA
2,1,1,1,2,1,2,59feed1da383a100011b3eaa,pdzliNhlqWI
3,2,1,2,4,1,4,59feed1da383a100011b3eaa,cYszuGaptkk
6,5,5,2,6,1,4,57d3d904f89a210001188e3a,DqQZSbSfQ6g
3,3,2,1,5,4,3,5efe68ee28ca793693dcda80,a0L1IzEMQ_c
7,4,7,2,7,1,7,57d3d904f89a210001188e3a,bP5Wlc0Na8w
6,6,6,4,7,1,7,57d3d904f89a210001188e3a,hFcYHGRWPCY
